type,name,longitude,latitude,address,infos
1,中国民族乐器博物馆,121.34571,31.14432,联明路400号,上海民族乐器博物馆由上海民族乐器一厂于1981年创意筹建，1986年10月正式开馆，馆名由著名书法家韩天衡题写，馆内藏有一百余品种，三百多件实物。
3,国家音乐产业基地上海虹口园区 ,121.49189,31.25668,辽宁路46号,国家音乐产业基地于2009年11月建立，是全国首个正式获批的国家级音乐产业集聚区，在全国率先开展聚集海内外一流音乐制作人和原创歌手，延伸音乐产业链“先行先试”的实验田。
4,上海冰雪世界,121.89945,30.93521,临港新城主城区,上海冰雪世界预计2019年开业，是以滑雪度假为主题的乐园，设有全冰酒店、音乐剧表演剧场、旋转体验剧场、IMAX影院等多种娱乐设施。
3,珠江创意中心,121.44995,31.28417,灵石路695号,合金工厂（珠江创意中心）是由上海合金材料总厂原有厂房及仓库的基础上，以创新和传承为主题，将其改造为创意科技产业园区，是上海市第二批授牌创意产业聚集区之一。
3,2577创意大院,121.45194,31.17865,龙华路2577号,2577创意大院最早为清朝洋务运动时期李鸿章创办的江南枪炮局，也是第一家中国工业设计院所在地，有“中国西洋艺术摇篮”之誉，是中国现代工业设计的发源地。
1,上海龙华烈士纪念馆,121.44945,31.17539,龙华西路180号,上海龙华烈士纪念馆成立于1988年1月，陈列设计风格富有现代气息，辅助陈列品有全国名家精心创作的国画、油画、木刻、丝毯壁画和锻铜浮雕等。
1,上海摄影艺术中心,121.4629,31.16811,龙腾大道2555号,上海摄影艺术中心由国际著名摄影艺术家刘香成先生创办、美国建筑师组合Sharon Johnston &Mark Lee担纲设计，总建筑面积500平方米，旨在打造上海首家具有美术馆规格的摄影艺术场馆。
1,龙美术馆（西岸馆）,121.46491,31.18411,龙腾大道3398号,龙美术馆以其私人收藏为基础，长期致力于专业的艺术展览、研究、收藏以及公共文化教育的传播。
1,江南造船博物馆,121.47643,31.19781,鲁班路600号,江南造船博物馆成立于2004年，前身是江南造船厂厂史博物馆，是上海唯一的跨越三个世纪的造船行业大型博物馆。
1,上海吴昌硕纪念馆,121.50698,31.23669,陆家嘴东路15号,上海吴昌硕纪念馆始建于1994年，馆舍造型仿上海山西北四季吉庆里吴昌硕故居。纪念馆以纪念吴昌硕海纳百川的海派人文精粹为宗旨，为艺术爱好者感受海派文化的深厚底蕴与经久不衰的艺术魅力搭建共享平台。
4,上海海洋水族馆,121.50206,31.24077,陆家嘴环路1388号,上海海洋水族馆紧邻东方明珠塔，由新加坡星雅集团和中国保利集团，联合投资5500万美元打造而成，于2002年2月对公众开放。
1,历道证券博物馆,121.508133,31.239132,陆家嘴环路958号,历道证券博物馆成立于2004年，通过丰富、珍贵的藏品，展现了一部自清代以来中国证券发展的百年历史。博物馆通过拍卖的方式，从民间抢救性收购了一批中国自晚清时期、民国时期（含解放区）、新中国建设初期以及改革开放后的证券和物品数千件。
1,龙美术馆（浦东馆）,121.57415,31.21578,罗山路2255弄210号,龙美术馆以其私人收藏为基础，长期致力于专业的艺术展览、研究、收藏以及公共文化教育的传播。龙美术馆(浦东馆)于2012年12月18日正式开馆，主体建筑共分四层。
3,上海名仕街创意产业园,121.44855,31.26257,洛川中路1158号,上海名仕街创意产业园区是针对创意型产业定向规划、设计、建造的创意产业集聚区，已经取得了国家发改委授予的“上海现代服装产业小企业创业基地”。
3,国家对外文化贸易基地（上海),121.92686,30.8936,马吉路2号,作为首个国家对外文化贸易基地，将充分利用外高桥保税区的特殊区域优势，为全国文化企业提供进出口代理、产品展示、设备租赁、商贸咨询、版权交易、演艺经纪、影视后期制作、影视策划及创意设计等全方位的服务和支持。
1,上海毛泽东旧居陈列馆,121.46028,31.22614,茂名北路120弄5、7、9号,上海毛泽东旧居是毛泽东第九次来上海工作期间（1924年2月至年底）居住的地方，现作为上海对外开放的毛泽东寓所纪念地之一。
2,兰心大戏院,121.46048,31.22101,茂名南路57号,兰心大戏院建于1930年，1952年曾更名为上海艺术剧场，1991年恢复原名。兰心大戏院是上海开埠至今历史最久的剧场之一。
1,上海世博会博物馆,121.48215,31.19438,蒙自路818号,上海世博会博物馆始建于2013年12月，2016年5月正式对外开放，以传承世博遗产、发扬世博精神、保存世博精髓为宗旨。
1,上海蔡伯昌老彩票博物馆,121.61657,31.16129,沔北路58弄188-1号,喜爱收藏的蔡伯昌，三十多年时间走遍了全国不少地方，收藏了2000多张从清朝至新中国成立前的各种彩票，在朋友 “独乐不如众乐”的鼓动下，蔡伯昌经营起老彩票博物馆。
2,上汽荣威儿童文化中心,121.49448,31.19647,苗江路800号,上海儿童艺术剧场前身为上海世博会上汽通用馆，经改造后，2013年6月正式启用，是目前中国最大的专业儿童艺术剧场。
3,上海云部落 TMT 产业园,121.41786,31.07421,闵行区颛桥镇,上海云部落TMT产业园是是上海第一家以“TMT” (Technology、Media、Telecom)为产业导向的“四新”园区。
3,M50艺术产业园,121.44864,31.24762,莫干山路50号,M50创意园原为上海春明粗纺厂，拥有自上世纪30年代至90年代各个历史时期的工业建筑，是目前苏州河畔保留最为完整的民族纺织工业建筑群，也是上海最早和目前最具规模和影响力的创意产业园区之一。
1,嘉定竹刻博物馆,121.25136,31.38317,南大街321号,嘉定竹刻博物馆的120件展品分别来自上海博物馆、嘉定博物馆和个人收藏，除了少量明代作品外，大多是清代艺术精品。
1,徐光启纪念馆,121.43407,31.18922,南丹路17号,徐光启纪念馆，为纪念明代著名科学家徐光启，也为了让他的文史地位和近代科学思想有“落脚”之地，2005年初，利用明代宅第建筑“南春华堂”将光启公园改建为徐光启纪念馆，成为上海极具历史底蕴的科普教育基地之一。
4,上海海昌极地海洋公园,121.90742,30.91479,南汇新城滴水湖畔,上海海昌极地海洋世界规划包含12个展示场馆、4个大型海洋动物互动体验项目、3个特效影院以及15项大中型游乐设备，定位国际化海洋生命文化主题体验综合体。
2,上海商城剧院,121.45166,31.22638,南京西路1376号,作为沪上第一幢外商投资的综合性建筑群，上海商城以其独特的建筑风格构成了申城现代化的标志，其中的上海商城剧院更为整幢楼群中独具特色的窗口。
1,上海当代艺术馆,121.47282,31.23145,南京西路231号人民公园,上海当代艺术馆创立于2005年，是一家民营美术馆。艺术馆展馆的一楼与二楼是展厅，配备有温度湿度控制系统，常年举办各类当代艺术和设计展览，展览公共服务区域包括顾客服务台和艺术商店，三楼还设有艺术空间和MoCA on the Park餐厅。
1,上海市历史博物馆,121.470929,31.230971,南京西路325号,上海市历史博物馆成立于1983年9月，前身为上海历史文物陈列馆，是综合反映上海地方历史的地志性博物馆。
2,上海木偶团仙乐斯演展厅,121.46905,31.23153,南京西路388号,上海木偶剧团成立于1960年6月1日，仙乐斯展示厅主题为“传承千年，执掌春秋”的中国木偶皮影经典展示，介绍具有两千多年历史的我国最有代表性的传承千年的品种繁多的木偶和皮影的发展过程。
2,乡音860剧场,121.460225,31.23057,南京西路860弄1号,上海评弹团所属演出场地，又名乡音书苑。
4,上海野生动物园,121.72216,31.05522,南六公路178号,上海野生动物园是由上海市人民政府和中国国家林业局合作建设的中国首座国家级野生动物园，于1995年11月18日正式对外开放。
3,南苏河创意产业集聚区,121.46473,31.24077,南苏州路1295-1305号,“南苏河”原为苏州河南岸的废弃老仓库，1999年起由台籍著名建筑设计师登琨艳先生领衔，对老仓库进行了保护性的开发改造。2004年获得联合国科教文组织颁发的“亚太地区文物遗产保护奖”，这也是中国大陆地区当时唯一获此殊荣的建筑。
2,新光影艺苑,121.47653,31.23678,宁波路580号,新光影艺苑原名新光大戏院，2009年经改建，携手现代人剧社，挂牌沪上首家悬疑剧场，成为沪上小剧场演出“熟地”。
2,中国大戏院,121.47653,31.23767,牛庄路704号,中国大戏院原名三星舞台，1930年2月5日开幕，几度更名，1992年恢复中国大戏院名。经过整体改造，中国大戏院于2017年年底重新开业，恢复剧院功能。
1,朱纪瞻艺术馆,121.48628,31.27428,欧阳路580号,朱屺瞻艺术馆成立于1995年，是以中国当代著名书画大师朱屺瞻先生命名的一座公立美术馆。
3,上海创意联盟产业园,121.53228,31.26095,平凉路1055号,创意联盟定位为创意类、技术开发类企业的现代化办公综合场所，主要入驻对象为创意类、技术开发类和现代服务类企业。
2,沪东工人文化宫,121.53964,31.26514,平凉路1500号,上海市总工会沪东工人文化宫简称“东宫”，坐落于平凉路1500 号，始建于1956年，是服务职工的公益性文化事业单位。
3,东纺谷创意园,121.53115,31.25989,平凉路988号,东纺谷创意园是由上海纺织控股集团和杨浦区人民政府联合建立的纺织高新技术创意园。
2,大宁剧院,121.45698,31.28361,平型关路1222号,上海大宁剧院是苏州河以北的第一座综合性专业剧场，于2011年5月开幕，是沪上有口皆碑的高品质演出场馆之一。
1,土山湾博物馆,121.43435,31.17485,蒲汇塘路55号,上海土山湾博物馆于2010年6月12日（中国文化遗产日）正式向社会开放。博物馆是由土山湾旧址的三层红楼底层和幕墙玻璃两部分组成，分牌楼厅、徐家汇厅、土山湾厅和传承影响四大主题展厅。
1,张充仁纪念馆,121.35377,31.15233,蒲溪广场75号,张充仁纪念馆成立于2003年3月，建筑为清江南码头墙走马楼风格，设置了《艺坛起步》《东方英才》《画室生涯》《雕塑春秋》《晚霞绚烂》和《德艺留馨》6个展室反映张充仁的艺术人生。
1,上海民政博物馆,121.49541,31.21026,普育西路105号,上海民政博物馆是中国第一家民政博物馆，也是国内首家民政行业综合性博物馆，由序厅、历史文化、业务专题、区县民政、民政英模和民政信息六大板块构成。
3,上海青园文化创意产业园区,121.17457,31.14685,青浦区赵巷镇崧泽村,上海青园文化创意产业园区原为青浦现代印刷产业园，以现代印刷产业为主导。
3,大柏树930科技创意园 ,121.49194,31.29119,曲阳路930号,大柏树930科技创意园以基础软件服务、互联网信息服务、工程管理服务为产业定位目标，以高端工程技术服务为特色，已成为虹口区知名创意产业园。
1,上海博物馆,121.47516,31.22873,"人民大道201号
",上海博物馆创建于1952年，建筑造型为方体基座与圆形出挑相结合，具有“天圆地方”的寓意。
2,上海大剧院,121.47203,31.22928,人民大道300号,上海大剧院成立于1998年8月，内设大、中、小三个剧场。整个建筑宛如音符串成的水晶宫殿，采用目前世界上最先进的全自动机械舞台，拥有票务中心、芭蕾排练厅、乐队排练厅、贵宾厅等完备的附属设施。
1,上海公安博物馆,121.46843,31.19843,瑞金南路518号,上海公安博物馆是国内首座公安专题博物馆，于1999年正式对外开放。设序馆、公安史馆、刑事侦查馆、交通史馆、英烈馆、警务交流馆和消防模拟演练馆等11个分馆，记录了1854年上海建立警察机构100多年来的历史沿革和业绩。
3,泰晤士文化创意产业园,121.19591,31.03368,三新北路900弄,泰晤士小镇是一个具有居住、旅游、休闲等多项功能的大型社区。
1,松江美术馆,121.19822,31.03323,三新北路900弄601号,松江美术馆是按现代多功能目标规划建设的当代型美术博物馆，是一个不以营利为目的、为社会和社会发展服务、向公众开放的永久性文化事业机构。
1,程十发艺术馆,121.22766,31.0071,山中路458号,程十发艺术馆于2009年4月10日程十发先生88周年诞辰日正式开馆，是为纪念中国海派国画艺术大师程十发先生在其家乡而设的一座公立艺术馆。
1,丰子恺旧居陈列室,121.45907,31.22032,陕西南路39弄93号,丰子恺先生生前取名“日月楼”，现在名为“丰子恺旧居陈列室”。
3,上海动漫衍生产业园,121.39665,31.31142,上大路668号,作为国内唯一的动漫衍生产业园区，上海市近四分之一国家动漫企业落户在园区。
1,中华艺术宫（上海美术馆）,121.49441,31.18413,上南路205号,中华艺术宫于2012年10月1日开馆，是以收藏保管、学术研究、陈列展示、普及教育和对外交流为基本职能的艺术博物馆。
2,虹桥天地演艺中心,121.31565,31.1934,绍虹路33号,虹桥天地演艺中心是国内首个位于交通枢纽商业中心内的专业演出建筑。这座演艺中心可以满足各类文化演出活动的使用需求，包括品牌发布、产品展览、主题活动等。
4,上海欢乐谷,121.21573,31.09623,佘山林湖路888号,上海欢乐谷是华侨城集团投资40亿元打造的主题公园，于2009年9月12日建成开业，设有阳光港、欢乐时光、上海滩、香格里拉、欢乐海洋、金矿镇和飓风湾七大主题区。
1,中国航海博物馆,121.92029,30.89608,申港大道197号,上海中国航海博物馆成立于2010年7月，馆内以“航海”为主题，“博物”为基础，分设航海历史、船舶、航海与港口、海事与海上安全、海员、军事航海六大展馆。
3,创异工房,121.25995,31.08947,沈砖公路6000号,创异工房是知名的汽车广告摄影和嘉年华活动场所、艺术家沙龙场所和工业设计、家居家具、服装服饰企业的产品秀场。
2,梅赛德斯-奔驰文化中心,121.49247,31.18856,世博大道1200号,梅赛德斯·奔驰文化中心是2010年上海世博会最重要的永久性场馆之一，在世博会期间承担各类大型演出和活动，满足世博会大型文艺演出需求。
1,上海民生现代美术馆,121.4792,31.18472,世博大道1929号,上海民生现代美术馆的前身是2010年上海世博会法国国家馆，世博会结束后，这座建筑升级成为一座集人文与艺术于一体、致力于国际当代艺术交流和创作、服务于上海市民和国内外访客的综合性美术馆。
1,上海科技馆,121.541974,31.217776,世纪大道2000号,上海科技馆于2001年12月、2005年5月分别开放一、二期展览。建筑呈西低东高、螺旋上升的不对称结构，寓意着自然历史和人类文明的演进方式。
1,上海印刷博物馆,121.54332,31.28227,水丰路100号,上海印刷博物馆于1998年落成，是首批上海高校民族文化博物馆之一，是上海工业旅游博物馆，也是上海市科普教育基地。
3,昂立设计创意园,121.50474,31.27819,四平路1188号,昂立设计创意园原为远洋广场，以高校资源、优势企业和社区资源共同融合，形成创新合力，并成功创办的高层次管理服务平台。
3,环同济设计创意集聚区,121.500418,31.280309,四平路1500号,环同济设计创意集聚区以同济大学设计创意学科的资源优势为智力支持，形成以知识、服务为纽带的创造力产业集聚区以及产业与城市互动发展的和谐空间。
3,尚之坊时尚文化创意园,121.18166,31.17516,崧泽大道6066号,尚之坊时尚文化创意园坐落于上海大虹桥商务圈核心地段，重点支持高新技术等产业，围绕产业升级构建专业创新创业公共服务平台。
3,创智天地,121.51325,31.30498,淞沪路234号,创智天地由杨浦区政府与瑞安房地产联手打造，比邻10余所高等学府，配合上海市政府“科教兴市”发展战略，形成以信息产业为主的高新技术产业集群。
3,半岛1919文化创意产业园,121.48784,31.36753,淞兴西路258号,半岛1919园区的前身是上海第八棉纺织厂，至今仍完好地保存了原厂不同历史时期建造的各式建筑，其中部分被列为受保护的历史建筑。半岛1919园区不仅将成为上海具有时尚元素的国际创意园，而且还将成为吴淞口滨江观光景观区。
1,上海儿童博物馆,121.41293,31.19376,宋园路61号,上海儿童博物馆成立于1996年5月29日，座落于国家名誉主席宋庆龄陵园东南部，是全国首座面向3-10岁儿童的专业博物馆。
3,田子坊,121.46848,31.20823,泰康路210弄,田子坊是由上海特有的石库门建筑群改建后形成的时尚地标性创意产业聚集区，也是不少艺术家的创意工作基地，人们往往将田子坊称为“新天地第二”。
1,上海琉璃艺术博物馆,121.47024,31.20784,泰康路25号,上海琉璃艺术博物馆成立于2006年，是上海唯一的琉璃艺术博物馆，也是中国及亚洲第一个全面展示琉璃艺术的行业博物馆。
3,谈家28-文化信息商务港 ,121.4221,31.2344,谈家渡路28号,谈家28-文化信息商务港是以科技信息、研发设计为集聚方向的高科技产业园区，搭建了“产学研”、“投融资”、“信息服务”、“企业孵化”等多个子平台。
1,上海铁路博物馆,121.47618,31.24972,天目东路200号,上海铁路博物馆于2004年，是沪宁铁路上海站（老北站）的原样，并在其原址上进行建设，现为上海市科普教育基地。
3,上海时尚园 ,121.40842,31.2105,天山路1718号,上海时尚园是一个充满时尚气息、活跃着众多时尚人才的创意产业园区。
1,朵云轩艺术中心,121.4474523,31.17437449,天钥桥路1188弄,是以中国元素为主打，以海派艺术为特色的全新艺术类文化空间。
3,D1国际创意空间,121.44517,31.17886,天钥桥路909号,D1国际创意空间前身为上海市果品公司冷冻库，2007年开始对该工业老建筑进行全面改造。园区建筑由三座建筑组成，内部布局保持原有仓库大空间布局，可为各产业个体提供创意发挥的自由空间。
3,越界创意园,121.41242,31.16951,田林路140号,越界创意园前身为上海金星电视一厂，2007年7月开始包装改建，2009年底完成一期、二期整体包装改建。目前可供租赁面积约九万平方米，是上海最大的单体创意产业园区之一。
1,上海无线电博物馆,121.40725,31.16861,田林路200号,上海无线电博物馆，以无线电为主要展示内容的博物馆，由上海仪电（集团）有限公司投建，藏品约2300件，涵盖收音机、录音机、电视机、收发报机等十余个品类。
1,上海鲁迅纪念馆,121.4843,31.26614,甜爱路200号,上海鲁迅纪念馆成立于1951年1月，原与山阴路上海鲁迅故居毗邻，1956年9月迁入今鲁迅公园。纪念馆既保留原二层庭院式的江南民居风格的建筑特色，同时又融入了现代博物馆的功能，是新中国建立后第一个人物性纪念馆，也是新中国成立后第一个名人纪念馆。
3,湖丝栈创意产业园,121.42201,31.22544,万航渡路1384弄12号,湖丝栈创意产业园原信昌丝厂等近十家丝绸加工工场，位于上海苏州河畔，因缫丝蚕茧来自浙江湖州而得名，是上海最早从事丝绸加工的企业，至今已有一百多年的历史。
3,周家桥文化创意产业园 ,121.40616,31.21989,万航渡路2453号,周家桥创意产业园原厂为亚洲电焊条厂，入注企业多为设计创意公司。
3,文定生活创意产业园 ,121.4315,31.18451,文定路258号,作为一个汇聚世界品牌的时尚家居旗舰中心，“文定生活”是上海第一家集奢华家居及设计展示服务于一体的采购终点，形成了集艺术文化、创意设计和购物生活体验为一体的个性空间。
1,中国会计博物馆,121.19889,31.04364,文翔路2800号,中国会计博物馆是全球第一家会计专业博物馆，旨在利用博物馆强大的文化传承和宣传教育功能，进行会计历史文化遗存的抢救性收藏和保护，弘扬会计历史文化，促进会计学术研究与交流。
1,上海张闻天故居,121.76298,31.13171,闻居路50号,张闻天故居始建于1892年，是一座具有江南农村特色的一正两厢房砖木结构的民宅。
1,上海地铁博物馆,121.36599,31.16994,吴中路1779号,上海地铁博物馆以地铁发展历史、地铁功能、地铁文化，地铁安全、世界地铁等几大板块，细述上海地铁的故事。
1,上海农垦博物馆,121.677629,30.864315,五四公路1256号,上海农垦博物馆建筑平面像一把铮亮的镰刀，象征收获累累硕果。馆内分为“围垦造田”、“青春年华”和“改革开放”三大版块。
2,沪西工人文化宫,121.42175,31.23946,武宁路225号,沪西工人文化宫，简称“西宫”，始建于1959年，并于1961年初正式开放，曾经是上海面积最大的园林式工人文化宫，和上海市文化宫（市宫）、沪东工人文化宫（东宫）并称为上海“三大宫”。
3,桃浦文化创意产业园 ,121.379902,31.278397,武威东路1518号,桃浦文化创意产业园致力于打造文化艺术展览平台、引导孵化培育平台、增值服务平台、国际人才交流服务平台。
1,上海市陶行知纪念馆,121.40951,31.27642,武威东路76号,上海市陶行知纪念馆于1986年10月18日正式对外开放，设有进行入团（队）宣誓仪式等集体活动的场地和播放专题录像、举行各类专题学术报告会的多功能厅。
3,聚为园,121.42366,31.21363,武夷路351号,聚为园（武夷商务中心）经过多次的改建、装饰，由破旧的老厂房变成的商务办公、影视制作、设计研发的创作园。
3,渡边物华园,121.4967,31.26008,物华路73号,物华园创意产业集聚区位于上海市繁华的北外滩区域，是创业型中小企业走向成功的理想写字楼。
1,梅尔尼科夫美术馆,121.464808,31.264434,西藏北路1351号,梅尔尼科夫美术馆是国内唯一以俄罗斯当代艺术大师梅尔尼科夫姓氏命名的艺术机构，系经大师法定继承人正式授权并经上海市政府批准成立。
2,上海市工人文化宫,121.47759,31.23051,西藏中路120号,上海市工人文化宫，简称“市宫”，前身为东方饭店，始建于1929年。市宫于1950年10月1日正式对外开放。
3,绿地阳光园,121.47915,31.27333,西江湾路500号,绿地·阳光园原上海宝钢建设有限公司，现是上海绿地建设（集团）有限公司投资开发和建设的创意产业园区。园区由四幢工业建筑和一幢大楼群房合抱而成，中间是绿化景观庭院。
1,上海天文博物馆,121.19311,31.09435,西佘山山顶,上海天文博物馆位于风景优美的松江西佘山国家森林公园景区内，其前身为法国天主教传教士建立于1900年的佘山天文台，它是中国第一座建有天文圆顶和拥有大型天文望远镜的现代天文台，我国近代天文学的重要发源地之一。
1,上海虹桥当代艺术馆,121.38781,31.2061,仙霞路650号,上海虹桥当代艺术馆于2009年10月正式开馆，主要功能为举办各种当代艺术和其他造型艺术展览，向公众进行美术教育，组织国际与国内的文化学术交流，举办艺术家沙龙并致力于当代艺术理论的研究与普及等。
1,上海孙中山故居纪念馆,121.46764,31.2159,香山路7号,上海孙中山故居纪念馆成立于1988年，由一幢欧式洋房改建而成，主要有孙中山故居和孙中山文物馆两个展示场所。
3,中环滨江128,121.54972,31.30768,翔殷路128号,"中环滨江128（上海理工大学国家大学科技园）原为远东印染厂,建造于90年代，后由上海理工大学、杨浦区人民政府、上海市科学技术协会共同发起改造成现代园区。"
1,上海黄炎培故居,121.567086,31.210593,新川路218号,原名沈家大院，为清朝内阁中书沈树镛祖上所建，宅内先后涌现了中国近代20多位名人。其中，黄炎培先生就诞生于此，馆内还收藏了一些黄炎培先生生前的一些书画作品和当年的手抄本。
1,上海南社纪念馆,121.494622,31.347017,新华中路139号,上海南社纪念馆于2007年5月31日正式向社会开放，原为姚光故居，建于1891年，前后4幢砖木结构二层楼，被评为区级文物保护单位。纪念馆综合反映了20世纪初中国先进知识分子参与社会革命及各种文化活动的史实。
4,安徒生童话乐园,121.5108,31.32308,新江湾城,上海安徒生童话乐园于2017年6月1日试营业，是经丹麦王国官方授权的全球首家以童话作家“安徒生”而命名的大型主题乐园，拥有全国第一家安徒生博物馆。
1,上海翥云艺术博物馆,121.15064,31.30933,新源路1375号,海翥云艺术博物馆是上海市第一批获得市文物局批准的民营博物馆。
3,源创创意园,121.45188,31.23257,新闸路1250号,源创创意园位于上海市静安区陕西北路600号，原是上海机床附件一厂的旧址，2008年底，上海全华资产管理有限公司对该址进行重新定位，改造为创意产业集聚区。
3,西岸创意园,121.42494,31.18806,徐虹中路20号,上海西岸创意园原址为上海汉森织造手帕厂，经意大利最负盛名的建筑设计公司TESKO重新构思和设计，园区整体风格在保留原厂房浑厚工业气息的同时增加了许多时尚创意元素，深具后工业美学气质。
1,上海市黄道婆纪念馆,121.44881,31.12421,徐梅路700号,上海市黄道婆纪念馆成立于2003年，主展厅展示黄道婆的生平事迹以及她对中国纺织事业作出的历史功绩，其他两个展厅分别展示不同时期的纺织工具和棉纺织品。
1,上海电信博物馆,121.49081,31.23322,延安东路34号,上海电信博物馆陈列主要分为五个部分，由三楼的电报通信、市内电话通信、无线通信、长途电话通信以及四楼的综合荟萃组成。
2,上海共舞台ET聚场,121.47924,31.22883,延安东路433号,上海共舞台ET聚场前身为上海共舞台，建于1927 年，初名齐天舞台，专演京剧，与人民大舞台、天蟾舞台、中国大戏院并称当时沪上“四大京剧舞台”。2012 年，正式更名“ET 聚场”，是一个集演出、沙龙、展览、餐饮、艺术及新科技的多元文化空间。
2,上海音乐厅,121.47797,31.22683,延安东路523号,上海音乐厅原名南京大戏院，建于1930年。上海音乐厅作为全国第一座音乐厅，一直是上海音乐活动的中心之一。
1,刘海粟美术馆,121.41946,31.20925,延安西路1609号,刘海粟美术馆于1995年3月16日建成并正式对外开放，原址位于上海西区虹桥，2012年9月迁至延安西路凯旋路口的海粟绿地内。美术馆外形设计取海老画作中“云海山石”之意境。刘海粟美术馆是我国首座以个人名字命名的省市级国家美术馆。
1,上海艺术品博物馆,121.49354,31.33632,延安西路1731号,上海艺术品博物馆位于上海市核心区域风景如画的天山公园内，是中国国内第一家以艺术礼品为馆藏特色的专题性博物馆。
1,上海纺织服饰博物馆,121.41373,31.20301,延安西路1882号,博物馆以中国纺织服饰发展史和纺织服饰科普教育为主线，兼具科学普及、学术交流、学科教育、科学研究、社会服务的功能，体现了学术性和科普性的结合、纺织与服饰的融合等特点。
2,少年宫小伙伴剧场,121.444,31.22155,延安西路64号,小伙伴剧场分两层看台，拥有专业级舞台与一流的灯光、音响设备，内饰装潢清新雅致。小伙伴剧场现已成为周末家庭亲子活动，以及沪上少儿文化交流和展示的重要场所之一。
3,98创意园,121.44185,31.22833,延平路98号,98创意园位原上海电器厂，始建于1967年，转制搬迁后，对原有厂房加固、改造，致力于打造工业设计、品牌设计创意园区。
1,上海元代水闸遗址博物馆,121.43032,31.25965,延长西路619号,上海元代水闸遗址博物馆始建于2012年，是迄今为止中国最大的元代水利工程遗址，也是国内已考古发掘出的规模最大、做工最好、保存最完整的元代水闸。
3,新华文化创新科技园,121.44547,31.2664,延长中路801号,园区以数字出版、文化创意、动漫及数字内容三个产业主导方向，通过引领传统文化产业与现代数字技术、多媒体技术等的结合，提升上海文化产业的创新能力。
3,上海国际时尚中心,121.558715,31.270877,杨树浦路2866号,上海国际时尚中心定位为国际时尚业界互动对接的地标性载体和营运承载基地，具备时尚多功能秀场、接待会所、创意办公、精品仓、公寓酒店和餐饮娱乐等六大功能。
2,万代南梦宫上海文化中心,121.43994,31.24896,宜昌路179号,万代南梦宫上海文化中心（原浅水湾文化艺术中心），是西部集团结合国棉二厂地块改建开发，立足长寿商业区建设，打造的苏州河文化长廊上的时尚新地标。
3,E仓文化创意产业园,121.43046,31.24288,宜昌路751号,E仓拥有10栋源自上个世纪30年代到50年代风情各异的厂房，拥有高大的空间和亲水的特质，因而成为创意产业的家园。
3,上海普天信息产业园,121.41795,31.17541,宜山路700号 ,上海普天信息产业园致力于打造一个信息产业集聚的精品科技产业园。
3,上海国际设计交流中心,121.52475,31.26484,逸仙路3000号,上海国际设计交流中心是以工业设计为主导的生产性服务业集聚区，是目前国内第一家以工业设计为主题的大型特色产业园区。
3,上海国际工业设计中心,121.49771,31.34027,逸仙路3000号,上海国际工业设计中心原是上汽集团下属的汽车零配件老厂房，2009年通过对老厂房进行改造，建成了特色产业园区。
1,上海喜玛拉雅美术馆,121.56193,31.20878,樱花路869号,上海喜玛拉雅美术馆位于上海大浦东人文核心地块喜玛拉雅中心内，前身为创建于2005年的上海证大现代艺术馆，是从事艺术收藏、展览、教育、研究与学术交流的民营非营利性公益艺术机构。
2,上海文化广场,121.46209,31.21258,永嘉路36号,上海市“人民文化广场”又名“上汽·上海文化广场”，筹建于1952年4月，由原逸园跑狗场改建而成，同年12月改称“文化广场”，是上海重要的群众性政治、文化活动中心之一。
1,上海淞沪抗战纪念馆,121.49517,31.40945,友谊路1号,上海淞沪抗战纪念馆于2000年1月建成开馆，是全国唯一反映两次淞沪抗战的专题纪念馆。2014年被命名为首批国家级抗战纪念设施（遗址）。
1,上海巴塞当代美术馆,121.44341,31.23642,余姚路66号,上海巴塞当代美术馆成立于2014年初，由上海巴塞艺术中心建立，是国内专门收藏、展览、研究当代艺术的研究机构。
1,中共上海地下组织斗争史陈列馆暨刘长胜故居,121.44656,31.22489,愚园路81号,中共上海地下组织斗争史陈列馆暨刘长胜故居，是上海工人运动和地下党的杰出领导人之一刘长胜同志1946年至1949年的居住地，也是中共上海局秘密机关旧址之一。陈列馆是一幢率先运用建筑整体加固推移技术的砖木结构的洋房。
3,七宝老街民俗文化产业基地,121.35361,31.15413,浴堂街7号,七宝老街位于上海市闵行区中部，集游览、观光、餐饮、休闲为一体，属江南水乡历史风貌型旅游度假区。
4,飞行家主题乐园,121.47433,31.17931,原世博园区C05地块南侧,飞行家主题园是全国唯一以航空文化为传播核心，并外延辐射多个领域的航空文化推广平台。
2,上海戏曲艺术中心,121.45227,31.20534,岳阳路168号,上海戏曲艺术中心成立于2011年12月，是中共上海市委宣传部领导下的非营利性的戏曲院团集群，是以保护、传承、创新、发展传统戏曲艺术，推动上海戏曲事业健康发展为己任的公益服务性的事业单位。
1,上海中国画院美术馆,121.45282,31.20458,岳阳路197号,上海中国画院美术馆是上海地区的中国书画艺术创作、研究中心，是公益性文化事业单位。
3,加减乘除创意园,121.36282,31.22715,云岭西路689弄230号,上海加减乘除创意园位于大虹桥枢纽的关键廊道，
3,上海张江文化创意产业园区,121.64069,31.07579,张东路1387号,上海张江文化产业园区是以科技研发、金融支持、创新服务为特色，集聚龙头企业和规模效应成效显著，在文化与科技、创新、金融、贸易结合上优势明显，具有强大文化传播力的国家级文化产业示范园区。
